Level	Unused 0	Defense Skill	Dodge	Parry	Block	Hit - Melee	Hit - Ranged	Hit - Spell	Crit - Melee	Crit - Ranged	Crit - Spell	Corruption	Corruption Resistance	Speed	Resilience - Crit Taken	Resilience - Player Damage	Lifesteal	Haste - Melee	Haste - Ranged	Haste - Spell	Avoidance	Sturdiness	Unused 7	Expertise	Armor Penetration	Mastery	PvP Power	Unused 27	Versatility - Damage Done	Versatility - Healing Done	Versatility - Damage Taken	Unused 12
85	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
86	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
87	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
88	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
89	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
90	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
91	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
92	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
93	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
94	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
95	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
96	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
97	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
98	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
99	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
100	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
101	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
102	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
103	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
104	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
105	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
106	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
107	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
108	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
109	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
110	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
111	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
112	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
113	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
114	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
115	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
116	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
117	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
118	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
119	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
120	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
121	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
122	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
123	0	21.59941812	199.9946122	199.9946122	89.9975755	98.99733304	98.99733304	98.99733304	179.995151	179.995151	179.995151	1	1	49.99865305	0	89.9975755	147.996013	169.9954204	169.9954204	169.9954204	71.9980604	17.9995151	0	98.99733304	0	179.995151	79.19786644	0	204.9944775	204.9944775	409.988955	0
