Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
580	0.733190099	0.733190099	0.733190099	0.923819525
581	0.733190099	0.733190099	0.733190099	0.923819525
582	0.733190099	0.733190099	0.733190099	0.923819525
583	0.733190099	0.733190099	0.733190099	0.923819525
584	0.733190099	0.733190099	0.733190099	0.923819525
585	0.733190099	0.733190099	0.733190099	0.923819525
586	0.733190099	0.733190099	0.733190099	0.923819525
587	0.733190099	0.733190099	0.733190099	0.923819525
588	0.733190099	0.733190099	0.733190099	0.923819525
589	0.733190099	0.733190099	0.733190099	0.923819525
590	0.733190099	0.733190099	0.733190099	0.923819525
591	0.733190099	0.733190099	0.733190099	0.923819525
592	0.733190099	0.733190099	0.733190099	0.923819525
593	0.733190099	0.733190099	0.733190099	0.923819525
594	0.733190099	0.733190099	0.733190099	0.923819525
595	0.733190099	0.733190099	0.733190099	0.923819525
596	0.733190099	0.733190099	0.733190099	0.923819525
597	0.733190099	0.733190099	0.733190099	0.923819525
598	0.733190099	0.733190099	0.733190099	0.923819525
599	0.733190099	0.733190099	0.733190099	0.923819525
600	0.733190099	0.733190099	0.733190099	0.923819525
601	0.733190099	0.733190099	0.733190099	0.923819525
602	0.733190099	0.733190099	0.733190099	0.923819525
603	0.733190099	0.733190099	0.733190099	0.923819525
604	0.733190099	0.733190099	0.733190099	0.923819525
605	0.733190099	0.733190099	0.733190099	0.923819525
606	0.733190099	0.733190099	0.733190099	0.923819525
607	0.733190099	0.733190099	0.733190099	0.923819525
608	0.733190099	0.733190099	0.733190099	0.923819525
609	0.733190099	0.733190099	0.733190099	0.923819525
610	0.733190099	0.733190099	0.733190099	0.923819525
611	0.733190099	0.733190099	0.733190099	0.923819525
612	0.733190099	0.733190099	0.733190099	0.923819525
613	0.733190099	0.733190099	0.733190099	0.923819525
614	0.733190099	0.733190099	0.733190099	0.923819525
615	0.733190099	0.733190099	0.733190099	0.923819525
616	0.733190099	0.733190099	0.733190099	0.923819525
617	0.733190099	0.733190099	0.733190099	0.923819525
618	0.733190099	0.733190099	0.733190099	0.923819525
619	0.733190099	0.733190099	0.733190099	0.923819525
620	0.733190099	0.733190099	0.733190099	0.923819525
621	0.733190099	0.733190099	0.733190099	0.923819525
622	0.733190099	0.733190099	0.733190099	0.923819525
623	0.733190099	0.733190099	0.733190099	0.923819525
624	0.733190099	0.733190099	0.733190099	0.923819525
625	0.733190099	0.733190099	0.733190099	0.923819525
626	0.733190099	0.733190099	0.733190099	0.923819525
627	0.733190099	0.733190099	0.733190099	0.923819525
628	0.733190099	0.733190099	0.733190099	0.923819525
629	0.733190099	0.733190099	0.733190099	0.923819525
630	0.733190099	0.733190099	0.733190099	0.923819525
631	0.733190099	0.733190099	0.733190099	0.923819525
632	0.733190099	0.733190099	0.733190099	0.923819525
633	0.733190099	0.733190099	0.733190099	0.923819525
634	0.733190099	0.733190099	0.733190099	0.923819525
635	0.733190099	0.733190099	0.733190099	0.923819525
636	0.733190099	0.733190099	0.733190099	0.923819525
637	0.733190099	0.733190099	0.733190099	0.923819525
638	0.733190099	0.733190099	0.733190099	0.923819525
639	0.733190099	0.733190099	0.733190099	0.923819525
640	0.733190099	0.733190099	0.733190099	0.923819525
641	0.733190099	0.733190099	0.733190099	0.923819525
642	0.733190099	0.733190099	0.733190099	0.923819525
643	0.733190099	0.733190099	0.733190099	0.923819525
644	0.733190099	0.733190099	0.733190099	0.923819525
645	0.733190099	0.733190099	0.733190099	0.923819525
646	0.733190099	0.733190099	0.733190099	0.923819525
647	0.733190099	0.733190099	0.733190099	0.923819525
648	0.733190099	0.733190099	0.733190099	0.923819525
649	0.733190099	0.733190099	0.733190099	0.923819525
650	0.733190099	0.733190099	0.733190099	0.923819525
651	0.733190099	0.733190099	0.733190099	0.923819525
652	0.733190099	0.733190099	0.733190099	0.923819525
653	0.733190099	0.733190099	0.733190099	0.923819525
654	0.733190099	0.733190099	0.733190099	0.923819525
655	0.733190099	0.733190099	0.733190099	0.923819525
656	0.733190099	0.733190099	0.733190099	0.923819525
657	0.733190099	0.733190099	0.733190099	0.923819525
658	0.733190099	0.733190099	0.733190099	0.923819525
659	0.733190099	0.733190099	0.733190099	0.923819525
660	0.733190099	0.733190099	0.733190099	0.923819525
661	0.733190099	0.733190099	0.733190099	0.923819525
662	0.733190099	0.733190099	0.733190099	0.923819525
663	0.733190099	0.733190099	0.733190099	0.923819525
664	0.733190099	0.733190099	0.733190099	0.923819525
665	0.733190099	0.733190099	0.733190099	0.923819525
666	0.733190099	0.733190099	0.733190099	0.923819525
667	0.733190099	0.733190099	0.733190099	0.923819525
668	0.733190099	0.733190099	0.733190099	0.923819525
669	0.733190099	0.733190099	0.733190099	0.923819525
670	0.733190099	0.733190099	0.733190099	0.923819525
671	0.733190099	0.733190099	0.733190099	0.923819525
672	0.733190099	0.733190099	0.733190099	0.923819525
673	0.733190099	0.733190099	0.733190099	0.923819525
674	0.733190099	0.733190099	0.733190099	0.923819525
675	0.733190099	0.733190099	0.733190099	0.923819525
676	0.733190099	0.733190099	0.733190099	0.923819525
677	0.733190099	0.733190099	0.733190099	0.923819525
678	0.733190099	0.733190099	0.733190099	0.923819525
679	0.733190099	0.733190099	0.733190099	0.923819525
680	0.733190099	0.733190099	0.733190099	0.923819525
681	0.733190099	0.733190099	0.733190099	0.923819525
682	0.733190099	0.733190099	0.733190099	0.923819525
683	0.733190099	0.733190099	0.733190099	0.923819525
684	0.733190099	0.733190099	0.733190099	0.923819525
685	0.733190099	0.733190099	0.733190099	0.923819525
686	0.733190099	0.733190099	0.733190099	0.923819525
687	0.733190099	0.733190099	0.733190099	0.923819525
688	0.733190099	0.733190099	0.733190099	0.923819525
689	0.733190099	0.733190099	0.733190099	0.923819525
690	0.733190099	0.733190099	0.733190099	0.923819525
691	0.733190099	0.733190099	0.733190099	0.923819525
692	0.733190099	0.733190099	0.733190099	0.923819525
693	0.733190099	0.733190099	0.733190099	0.923819525
694	0.733190099	0.733190099	0.733190099	0.923819525
695	0.733190099	0.733190099	0.733190099	0.923819525
696	0.733190099	0.733190099	0.733190099	0.923819525
697	0.733190099	0.733190099	0.733190099	0.923819525
698	0.733190099	0.733190099	0.733190099	0.923819525
699	0.733190099	0.733190099	0.733190099	0.923819525
700	0.733190099	0.733190099	0.733190099	0.923819525
701	0.733190099	0.733190099	0.733190099	0.923819525
702	0.733190099	0.733190099	0.733190099	0.923819525
703	0.733190099	0.733190099	0.733190099	0.923819525
704	0.733190099	0.733190099	0.733190099	0.923819525
705	0.733190099	0.733190099	0.733190099	0.923819525
706	0.733190099	0.733190099	0.733190099	0.923819525
707	0.733190099	0.733190099	0.733190099	0.923819525
708	0.733190099	0.733190099	0.733190099	0.923819525
709	0.733190099	0.733190099	0.733190099	0.923819525
710	0.733190099	0.733190099	0.733190099	0.923819525
711	0.733190099	0.733190099	0.733190099	0.923819525
712	0.733190099	0.733190099	0.733190099	0.923819525
713	0.733190099	0.733190099	0.733190099	0.923819525
714	0.733190099	0.733190099	0.733190099	0.923819525
715	0.733190099	0.733190099	0.733190099	0.923819525
716	0.733190099	0.733190099	0.733190099	0.923819525
717	0.733190099	0.733190099	0.733190099	0.923819525
718	0.733190099	0.733190099	0.733190099	0.923819525
719	0.733190099	0.733190099	0.733190099	0.923819525
720	0.733190099	0.733190099	0.733190099	0.923819525
721	0.733190099	0.733190099	0.733190099	0.923819525
722	0.733190099	0.733190099	0.733190099	0.923819525
723	0.733190099	0.733190099	0.733190099	0.923819525
724	0.733190099	0.733190099	0.733190099	0.923819525
725	0.733190099	0.733190099	0.733190099	0.923819525
726	0.733190099	0.733190099	0.733190099	0.923819525
727	0.733190099	0.733190099	0.733190099	0.923819525
728	0.733190099	0.733190099	0.733190099	0.923819525
729	0.733190099	0.733190099	0.733190099	0.923819525
730	0.733190099	0.733190099	0.733190099	0.923819525
731	0.733190099	0.733190099	0.733190099	0.923819525
732	0.733190099	0.733190099	0.733190099	0.923819525
733	0.733190099	0.733190099	0.733190099	0.923819525
734	0.733190099	0.733190099	0.733190099	0.923819525
735	0.733190099	0.733190099	0.733190099	0.923819525
736	0.733190099	0.733190099	0.733190099	0.923819525
737	0.733190099	0.733190099	0.733190099	0.923819525
738	0.733190099	0.733190099	0.733190099	0.923819525
739	0.733190099	0.733190099	0.733190099	0.923819525
740	0.733190099	0.733190099	0.733190099	0.923819525
741	0.733190099	0.733190099	0.733190099	0.923819525
742	0.733190099	0.733190099	0.733190099	0.923819525
743	0.733190099	0.733190099	0.733190099	0.923819525
744	0.733190099	0.733190099	0.733190099	0.923819525
745	0.733190099	0.733190099	0.733190099	0.923819525
746	0.733190099	0.733190099	0.733190099	0.923819525
747	0.733190099	0.733190099	0.733190099	0.923819525
748	0.733190099	0.733190099	0.733190099	0.923819525
749	0.733190099	0.733190099	0.733190099	0.923819525
750	0.733190099	0.733190099	0.733190099	0.923819525
751	0.733190099	0.733190099	0.733190099	0.923819525
752	0.733190099	0.733190099	0.733190099	0.923819525
753	0.733190099	0.733190099	0.733190099	0.923819525
754	0.733190099	0.733190099	0.733190099	0.923819525
755	0.733190099	0.733190099	0.733190099	0.923819525
756	0.733190099	0.733190099	0.733190099	0.923819525
757	0.733190099	0.733190099	0.733190099	0.923819525
758	0.733190099	0.733190099	0.733190099	0.923819525
759	0.733190099	0.733190099	0.733190099	0.923819525
760	0.733190099	0.733190099	0.733190099	0.923819525
761	0.733190099	0.733190099	0.733190099	0.923819525
762	0.733190099	0.733190099	0.733190099	0.923819525
763	0.733190099	0.733190099	0.733190099	0.923819525
764	0.733190099	0.733190099	0.733190099	0.923819525
765	0.733190099	0.733190099	0.733190099	0.923819525
766	0.733190099	0.733190099	0.733190099	0.923819525
767	0.733190099	0.733190099	0.733190099	0.923819525
768	0.733190099	0.733190099	0.733190099	0.923819525
769	0.733190099	0.733190099	0.733190099	0.923819525
770	0.733190099	0.733190099	0.733190099	0.923819525
771	0.733190099	0.733190099	0.733190099	0.923819525
772	0.733190099	0.733190099	0.733190099	0.923819525
773	0.733190099	0.733190099	0.733190099	0.923819525
774	0.733190099	0.733190099	0.733190099	0.923819525
775	0.733190099	0.733190099	0.733190099	0.923819525
776	0.733190099	0.733190099	0.733190099	0.923819525
777	0.733190099	0.733190099	0.733190099	0.923819525
778	0.733190099	0.733190099	0.733190099	0.923819525
779	0.733190099	0.733190099	0.733190099	0.923819525
780	0.733190099	0.733190099	0.733190099	0.923819525
781	0.733190099	0.733190099	0.733190099	0.923819525
782	0.733190099	0.733190099	0.733190099	0.923819525
783	0.733190099	0.733190099	0.733190099	0.923819525
784	0.733190099	0.733190099	0.733190099	0.923819525
785	0.733190099	0.733190099	0.733190099	0.923819525
786	0.733190099	0.733190099	0.733190099	0.923819525
787	0.733190099	0.733190099	0.733190099	0.923819525
788	0.733190099	0.733190099	0.733190099	0.923819525
789	0.733190099	0.733190099	0.733190099	0.923819525
790	0.733190099	0.733190099	0.733190099	0.923819525
791	0.733190099	0.733190099	0.733190099	0.923819525
792	0.733190099	0.733190099	0.733190099	0.923819525
793	0.733190099	0.733190099	0.733190099	0.923819525
794	0.733190099	0.733190099	0.733190099	0.923819525
795	0.733190099	0.733190099	0.733190099	0.923819525
796	0.733190099	0.733190099	0.733190099	0.923819525
797	0.733190099	0.733190099	0.733190099	0.923819525
798	0.733190099	0.733190099	0.733190099	0.923819525
799	0.733190099	0.733190099	0.733190099	0.923819525
800	0.733190099	0.733190099	0.733190099	0.923819525
801	0.733190099	0.733190099	0.733190099	0.923819525
802	0.733190099	0.733190099	0.733190099	0.923819525
803	0.733190099	0.733190099	0.733190099	0.923819525
804	0.733190099	0.733190099	0.733190099	0.923819525
805	0.733190099	0.733190099	0.733190099	0.923819525
806	0.733190099	0.733190099	0.733190099	0.923819525
807	0.733190099	0.733190099	0.733190099	0.923819525
808	0.733190099	0.733190099	0.733190099	0.923819525
809	0.733190099	0.733190099	0.733190099	0.923819525
810	0.733190099	0.733190099	0.733190099	0.923819525
811	0.733190099	0.733190099	0.733190099	0.923819525
812	0.733190099	0.733190099	0.733190099	0.923819525
813	0.733190099	0.733190099	0.733190099	0.923819525
814	0.733190099	0.733190099	0.733190099	0.923819525
815	0.733190099	0.733190099	0.733190099	0.923819525
816	0.733190099	0.733190099	0.733190099	0.923819525
817	0.733190099	0.733190099	0.733190099	0.923819525
818	0.733190099	0.733190099	0.733190099	0.923819525
819	0.733190099	0.733190099	0.733190099	0.923819525
820	0.733190099	0.733190099	0.733190099	0.923819525
821	0.733190099	0.733190099	0.733190099	0.923819525
822	0.733190099	0.733190099	0.733190099	0.923819525
823	0.733190099	0.733190099	0.733190099	0.923819525
824	0.733190099	0.733190099	0.733190099	0.923819525
825	0.733190099	0.733190099	0.733190099	0.923819525
826	0.733190099	0.733190099	0.733190099	0.923819525
827	0.733190099	0.733190099	0.733190099	0.923819525
828	0.733190099	0.733190099	0.733190099	0.923819525
829	0.733190099	0.733190099	0.733190099	0.923819525
830	0.733190099	0.733190099	0.733190099	0.923819525
831	0.733190099	0.733190099	0.733190099	0.923819525
832	0.733190099	0.733190099	0.733190099	0.923819525
833	0.733190099	0.733190099	0.733190099	0.923819525
834	0.733190099	0.733190099	0.733190099	0.923819525
835	0.733190099	0.733190099	0.733190099	0.923819525
836	0.733190099	0.733190099	0.733190099	0.923819525
837	0.733190099	0.733190099	0.733190099	0.923819525
838	0.733190099	0.733190099	0.733190099	0.923819525
839	0.733190099	0.733190099	0.733190099	0.923819525
840	0.733190099	0.733190099	0.733190099	0.923819525
841	0.733190099	0.733190099	0.733190099	0.923819525
842	0.733190099	0.733190099	0.733190099	0.923819525
843	0.733190099	0.733190099	0.733190099	0.923819525
844	0.733190099	0.733190099	0.733190099	0.923819525
845	0.733190099	0.733190099	0.733190099	0.923819525
846	0.733190099	0.733190099	0.733190099	0.923819525
847	0.733190099	0.733190099	0.733190099	0.923819525
848	0.733190099	0.733190099	0.733190099	0.923819525
849	0.733190099	0.733190099	0.733190099	0.923819525
850	0.733190099	0.733190099	0.733190099	0.923819525
851	0.733190099	0.733190099	0.733190099	0.923819525
852	0.733190099	0.733190099	0.733190099	0.923819525
853	0.733190099	0.733190099	0.733190099	0.923819525
854	0.733190099	0.733190099	0.733190099	0.923819525
855	0.733190099	0.733190099	0.733190099	0.923819525
856	0.733190099	0.733190099	0.733190099	0.923819525
857	0.733190099	0.733190099	0.733190099	0.923819525
858	0.733190099	0.733190099	0.733190099	0.923819525
859	0.733190099	0.733190099	0.733190099	0.923819525
860	0.733190099	0.733190099	0.733190099	0.923819525
861	0.733190099	0.733190099	0.733190099	0.923819525
862	0.733190099	0.733190099	0.733190099	0.923819525
863	0.733190099	0.733190099	0.733190099	0.923819525
864	0.733190099	0.733190099	0.733190099	0.923819525
865	0.733190099	0.733190099	0.733190099	0.923819525
866	0.733190099	0.733190099	0.733190099	0.923819525
867	0.733190099	0.733190099	0.733190099	0.923819525
868	0.733190099	0.733190099	0.733190099	0.923819525
869	0.733190099	0.733190099	0.733190099	0.923819525
870	0.733190099	0.733190099	0.733190099	0.923819525
871	0.733190099	0.733190099	0.733190099	0.923819525
872	0.733190099	0.733190099	0.733190099	0.923819525
873	0.733190099	0.733190099	0.733190099	0.923819525
874	0.733190099	0.733190099	0.733190099	0.923819525
875	0.733190099	0.733190099	0.733190099	0.923819525
876	0.733190099	0.733190099	0.733190099	0.923819525
877	0.733190099	0.733190099	0.733190099	0.923819525
878	0.733190099	0.733190099	0.733190099	0.923819525
879	0.733190099	0.733190099	0.733190099	0.923819525
880	0.733190099	0.733190099	0.733190099	0.923819525
881	0.733190099	0.733190099	0.733190099	0.923819525
882	0.733190099	0.733190099	0.733190099	0.923819525
883	0.733190099	0.733190099	0.733190099	0.923819525
884	0.733190099	0.733190099	0.733190099	0.923819525
885	0.733190099	0.733190099	0.733190099	0.923819525
886	0.733190099	0.733190099	0.733190099	0.923819525
887	0.733190099	0.733190099	0.733190099	0.923819525
888	0.733190099	0.733190099	0.733190099	0.923819525
889	0.733190099	0.733190099	0.733190099	0.923819525
890	0.733190099	0.733190099	0.733190099	0.923819525
891	0.733190099	0.733190099	0.733190099	0.923819525
892	0.733190099	0.733190099	0.733190099	0.923819525
893	0.733190099	0.733190099	0.733190099	0.923819525
894	0.733190099	0.733190099	0.733190099	0.923819525
895	0.733190099	0.733190099	0.733190099	0.923819525
896	0.733190099	0.733190099	0.733190099	0.923819525
897	0.733190099	0.733190099	0.733190099	0.923819525
898	0.733190099	0.733190099	0.733190099	0.923819525
899	0.733190099	0.733190099	0.733190099	0.923819525
900	0.733190099	0.733190099	0.733190099	0.923819525
901	0.733190099	0.733190099	0.733190099	0.923819525
902	0.733190099	0.733190099	0.733190099	0.923819525
903	0.733190099	0.733190099	0.733190099	0.923819525
904	0.733190099	0.733190099	0.733190099	0.923819525
905	0.733190099	0.733190099	0.733190099	0.923819525
906	0.733190099	0.733190099	0.733190099	0.923819525
907	0.733190099	0.733190099	0.733190099	0.923819525
908	0.733190099	0.733190099	0.733190099	0.923819525
909	0.733190099	0.733190099	0.733190099	0.923819525
910	0.733190099	0.733190099	0.733190099	0.923819525
911	0.733190099	0.733190099	0.733190099	0.923819525
912	0.733190099	0.733190099	0.733190099	0.923819525
913	0.733190099	0.733190099	0.733190099	0.923819525
914	0.733190099	0.733190099	0.733190099	0.923819525
915	0.733190099	0.733190099	0.733190099	0.923819525
916	0.733190099	0.733190099	0.733190099	0.923819525
917	0.733190099	0.733190099	0.733190099	0.923819525
918	0.733190099	0.733190099	0.733190099	0.923819525
919	0.733190099	0.733190099	0.733190099	0.923819525
920	0.733190099	0.733190099	0.733190099	0.923819525
921	0.733190099	0.733190099	0.733190099	0.923819525
922	0.733190099	0.733190099	0.733190099	0.923819525
923	0.733190099	0.733190099	0.733190099	0.923819525
924	0.733190099	0.733190099	0.733190099	0.923819525
925	0.733190099	0.733190099	0.733190099	0.923819525
926	0.733190099	0.733190099	0.733190099	0.923819525
927	0.733190099	0.733190099	0.733190099	0.923819525
928	0.733190099	0.733190099	0.733190099	0.923819525
929	0.733190099	0.733190099	0.733190099	0.923819525
930	0.733190099	0.733190099	0.733190099	0.923819525
931	0.733190099	0.733190099	0.733190099	0.923819525
932	0.733190099	0.733190099	0.733190099	0.923819525
933	0.733190099	0.733190099	0.733190099	0.923819525
934	0.733190099	0.733190099	0.733190099	0.923819525
935	0.733190099	0.733190099	0.733190099	0.923819525
936	0.733190099	0.733190099	0.733190099	0.923819525
937	0.733190099	0.733190099	0.733190099	0.923819525
938	0.733190099	0.733190099	0.733190099	0.923819525
939	0.733190099	0.733190099	0.733190099	0.923819525
940	0.733190099	0.733190099	0.733190099	0.923819525
941	0.733190099	0.733190099	0.733190099	0.923819525
942	0.733190099	0.733190099	0.733190099	0.923819525
943	0.733190099	0.733190099	0.733190099	0.923819525
944	0.733190099	0.733190099	0.733190099	0.923819525
945	0.733190099	0.733190099	0.733190099	0.923819525
946	0.733190099	0.733190099	0.733190099	0.923819525
947	0.733190099	0.733190099	0.733190099	0.923819525
948	0.733190099	0.733190099	0.733190099	0.923819525
949	0.733190099	0.733190099	0.733190099	0.923819525
950	0.733190099	0.733190099	0.733190099	0.923819525
951	0.733190099	0.733190099	0.733190099	0.923819525
952	0.733190099	0.733190099	0.733190099	0.923819525
953	0.733190099	0.733190099	0.733190099	0.923819525
954	0.733190099	0.733190099	0.733190099	0.923819525
955	0.733190099	0.733190099	0.733190099	0.923819525
956	0.733190099	0.733190099	0.733190099	0.923819525
957	0.733190099	0.733190099	0.733190099	0.923819525
958	0.733190099	0.733190099	0.733190099	0.923819525
959	0.733190099	0.733190099	0.733190099	0.923819525
960	0.733190099	0.733190099	0.733190099	0.923819525
961	0.733190099	0.733190099	0.733190099	0.923819525
962	0.733190099	0.733190099	0.733190099	0.923819525
963	0.733190099	0.733190099	0.733190099	0.923819525
964	0.733190099	0.733190099	0.733190099	0.923819525
965	0.733190099	0.733190099	0.733190099	0.923819525
966	0.733190099	0.733190099	0.733190099	0.923819525
967	0.733190099	0.733190099	0.733190099	0.923819525
968	0.733190099	0.733190099	0.733190099	0.923819525
969	0.733190099	0.733190099	0.733190099	0.923819525
970	0.733190099	0.733190099	0.733190099	0.923819525
971	0.733190099	0.733190099	0.733190099	0.923819525
972	0.733190099	0.733190099	0.733190099	0.923819525
973	0.733190099	0.733190099	0.733190099	0.923819525
974	0.733190099	0.733190099	0.733190099	0.923819525
975	0.733190099	0.733190099	0.733190099	0.923819525
976	0.733190099	0.733190099	0.733190099	0.923819525
977	0.733190099	0.733190099	0.733190099	0.923819525
978	0.733190099	0.733190099	0.733190099	0.923819525
979	0.733190099	0.733190099	0.733190099	0.923819525
980	0.733190099	0.733190099	0.733190099	0.923819525
981	0.733190099	0.733190099	0.733190099	0.923819525
982	0.733190099	0.733190099	0.733190099	0.923819525
983	0.733190099	0.733190099	0.733190099	0.923819525
984	0.733190099	0.733190099	0.733190099	0.923819525
985	0.733190099	0.733190099	0.733190099	0.923819525
986	0.733190099	0.733190099	0.733190099	0.923819525
987	0.733190099	0.733190099	0.733190099	0.923819525
988	0.733190099	0.733190099	0.733190099	0.923819525
989	0.733190099	0.733190099	0.733190099	0.923819525
990	0.733190099	0.733190099	0.733190099	0.923819525
991	0.733190099	0.733190099	0.733190099	0.923819525
992	0.733190099	0.733190099	0.733190099	0.923819525
993	0.733190099	0.733190099	0.733190099	0.923819525
994	0.733190099	0.733190099	0.733190099	0.923819525
995	0.733190099	0.733190099	0.733190099	0.923819525
996	0.733190099	0.733190099	0.733190099	0.923819525
997	0.733190099	0.733190099	0.733190099	0.923819525
998	0.733190099	0.733190099	0.733190099	0.923819525
999	0.733190099	0.733190099	0.733190099	0.923819525
1000	0.733190099	0.733190099	0.733190099	0.923819525
1001	0.733190099	0.733190099	0.733190099	0.923819525
1002	0.733190099	0.733190099	0.733190099	0.923819525
1003	0.733190099	0.733190099	0.733190099	0.923819525
1004	0.733190099	0.733190099	0.733190099	0.923819525
1005	0.733190099	0.733190099	0.733190099	0.923819525
1006	0.733190099	0.733190099	0.733190099	0.923819525
1007	0.733190099	0.733190099	0.733190099	0.923819525
1008	0.733190099	0.733190099	0.733190099	0.923819525
1009	0.733190099	0.733190099	0.733190099	0.923819525
1010	0.733190099	0.733190099	0.733190099	0.923819525
1011	0.733190099	0.733190099	0.733190099	0.923819525
1012	0.733190099	0.733190099	0.733190099	0.923819525
1013	0.733190099	0.733190099	0.733190099	0.923819525
1014	0.733190099	0.733190099	0.733190099	0.923819525
1015	0.733190099	0.733190099	0.733190099	0.923819525
1016	0.733190099	0.733190099	0.733190099	0.923819525
1017	0.733190099	0.733190099	0.733190099	0.923819525
1018	0.733190099	0.733190099	0.733190099	0.923819525
1019	0.733190099	0.733190099	0.733190099	0.923819525
1020	0.733190099	0.733190099	0.733190099	0.923819525
1021	0.733190099	0.733190099	0.733190099	0.923819525
1022	0.733190099	0.733190099	0.733190099	0.923819525
1023	0.733190099	0.733190099	0.733190099	0.923819525
1024	0.733190099	0.733190099	0.733190099	0.923819525
1025	0.733190099	0.733190099	0.733190099	0.923819525
1026	0.733190099	0.733190099	0.733190099	0.923819525
1027	0.733190099	0.733190099	0.733190099	0.923819525
1028	0.733190099	0.733190099	0.733190099	0.923819525
1029	0.733190099	0.733190099	0.733190099	0.923819525
1030	0.733190099	0.733190099	0.733190099	0.923819525
1031	0.733190099	0.733190099	0.733190099	0.923819525
1032	0.733190099	0.733190099	0.733190099	0.923819525
1033	0.733190099	0.733190099	0.733190099	0.923819525
1034	0.733190099	0.733190099	0.733190099	0.923819525
1035	0.733190099	0.733190099	0.733190099	0.923819525
1036	0.733190099	0.733190099	0.733190099	0.923819525
1037	0.733190099	0.733190099	0.733190099	0.923819525
1038	0.733190099	0.733190099	0.733190099	0.923819525
1039	0.733190099	0.733190099	0.733190099	0.923819525
1040	0.733190099	0.733190099	0.733190099	0.923819525
1041	0.733190099	0.733190099	0.733190099	0.923819525
1042	0.733190099	0.733190099	0.733190099	0.923819525
1043	0.733190099	0.733190099	0.733190099	0.923819525
1044	0.733190099	0.733190099	0.733190099	0.923819525
1045	0.733190099	0.733190099	0.733190099	0.923819525
1046	0.733190099	0.733190099	0.733190099	0.923819525
1047	0.733190099	0.733190099	0.733190099	0.923819525
1048	0.733190099	0.733190099	0.733190099	0.923819525
1049	0.733190099	0.733190099	0.733190099	0.923819525
1050	0.733190099	0.733190099	0.733190099	0.923819525
1051	0.733190099	0.733190099	0.733190099	0.923819525
1052	0.733190099	0.733190099	0.733190099	0.923819525
1053	0.733190099	0.733190099	0.733190099	0.923819525
1054	0.733190099	0.733190099	0.733190099	0.923819525
1055	0.733190099	0.733190099	0.733190099	0.923819525
1056	0.733190099	0.733190099	0.733190099	0.923819525
1057	0.733190099	0.733190099	0.733190099	0.923819525
1058	0.733190099	0.733190099	0.733190099	0.923819525
1059	0.733190099	0.733190099	0.733190099	0.923819525
1060	0.733190099	0.733190099	0.733190099	0.923819525
1061	0.733190099	0.733190099	0.733190099	0.923819525
1062	0.733190099	0.733190099	0.733190099	0.923819525
1063	0.733190099	0.733190099	0.733190099	0.923819525
1064	0.733190099	0.733190099	0.733190099	0.923819525
1065	0.733190099	0.733190099	0.733190099	0.923819525
1066	0.733190099	0.733190099	0.733190099	0.923819525
1067	0.733190099	0.733190099	0.733190099	0.923819525
1068	0.733190099	0.733190099	0.733190099	0.923819525
1069	0.733190099	0.733190099	0.733190099	0.923819525
1070	0.733190099	0.733190099	0.733190099	0.923819525
1071	0.733190099	0.733190099	0.733190099	0.923819525
1072	0.733190099	0.733190099	0.733190099	0.923819525
1073	0.733190099	0.733190099	0.733190099	0.923819525
1074	0.733190099	0.733190099	0.733190099	0.923819525
1075	0.733190099	0.733190099	0.733190099	0.923819525
1076	0.733190099	0.733190099	0.733190099	0.923819525
1077	0.733190099	0.733190099	0.733190099	0.923819525
1078	0.733190099	0.733190099	0.733190099	0.923819525
1079	0.733190099	0.733190099	0.733190099	0.923819525
1080	0.733190099	0.733190099	0.733190099	0.923819525
1081	0.733190099	0.733190099	0.733190099	0.923819525
1082	0.733190099	0.733190099	0.733190099	0.923819525
1083	0.733190099	0.733190099	0.733190099	0.923819525
1084	0.733190099	0.733190099	0.733190099	0.923819525
1085	0.733190099	0.733190099	0.733190099	0.923819525
1086	0.733190099	0.733190099	0.733190099	0.923819525
1087	0.733190099	0.733190099	0.733190099	0.923819525
1088	0.733190099	0.733190099	0.733190099	0.923819525
1089	0.733190099	0.733190099	0.733190099	0.923819525
1090	0.733190099	0.733190099	0.733190099	0.923819525
1091	0.733190099	0.733190099	0.733190099	0.923819525
1092	0.733190099	0.733190099	0.733190099	0.923819525
1093	0.733190099	0.733190099	0.733190099	0.923819525
1094	0.733190099	0.733190099	0.733190099	0.923819525
1095	0.733190099	0.733190099	0.733190099	0.923819525
1096	0.733190099	0.733190099	0.733190099	0.923819525
1097	0.733190099	0.733190099	0.733190099	0.923819525
1098	0.733190099	0.733190099	0.733190099	0.923819525
1099	0.733190099	0.733190099	0.733190099	0.923819525
1100	0.733190099	0.733190099	0.733190099	0.923819525
1101	0.733190099	0.733190099	0.733190099	0.923819525
1102	0.733190099	0.733190099	0.733190099	0.923819525
1103	0.733190099	0.733190099	0.733190099	0.923819525
1104	0.733190099	0.733190099	0.733190099	0.923819525
1105	0.733190099	0.733190099	0.733190099	0.923819525
1106	0.733190099	0.733190099	0.733190099	0.923819525
1107	0.733190099	0.733190099	0.733190099	0.923819525
1108	0.733190099	0.733190099	0.733190099	0.923819525
1109	0.733190099	0.733190099	0.733190099	0.923819525
1110	0.733190099	0.733190099	0.733190099	0.923819525
1111	0.733190099	0.733190099	0.733190099	0.923819525
